,AD_GRUPOECONOMICO,AD_CODUNNEG,DESCRICAO,SEGMENTO
4103,FORZZA,2.0,LIFE & PERSONAL CARE,
4104,GRUPO RUBBERART,1.0,INDUSTRIAL,
4105,CONFIANCA DISTRIBUIDORA DE COSMETICOS LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | OUTROS - PERSONAL CARE
4106,BORSATO INDUST,3.0,FOOD & NUTRITION,"ALIMENTAÇÃO HUMANA | Frutas, Legumes e Verduras"
4107,T. N. ROLING & CIA LTDA,4.0,AGRO,
4108,AGRANA BRASIL,3.0,FOOD & NUTRITION,
4109,INDUSTRIA E COMERCIO DE PLASTICOS MORENA LTDA,1.0,INDUSTRIAL,
4110,QUIMICA CERTA BRASIL,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | OUTROS - PERSONAL CARE
4111,CARLOS ALBERTO THEODORO SIQUEIRA & CIA LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | OUTROS - PERSONAL CARE
4112,PRODUTOS ERLAN,3.0,FOOD & NUTRITION,ALIMENTAÇÃO HUMANA | Chocolates
4113,INDUSTRIA DE PRODUTOS ALIMENTICIOS MAVALERIO LTDA,3.0,FOOD & NUTRITION,SUPLEMENTOS | Outros
4114,TAHAT SERVICOS ADMINISTRATIVOS LTDA,2.0,LIFE & PERSONAL CARE,
4115,CAFFEINE ARMY INDUSTRIA DE ALIMENTOS LTDA,3.0,FOOD & NUTRITION,SUPLEMENTOS | Outros
4116,NADALUTI & ALMEIDA MARKETING E TREINAMENTO LTDA - ME,2.0,LIFE & PERSONAL CARE,
4117,EMPRESA AMAZONENSE DE PLASTICOS LTDA,1.0,INDUSTRIAL,
4118,CASA BELLADONNA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | OUTROS - PERSONAL CARE
4119,sm empreedimentos,2.0,LIFE & PERSONAL CARE,
4120,GOIASMIX LUBRIFICANTES LTDA,1.0,INDUSTRIAL,
4121,BF COSMETICOS E PRODUTOS PARA A SAUDE EIRELI,2.0,LIFE & PERSONAL CARE,
4122,YANAGUI & LOPES SERVICOS DE APOIO ADMINISTRATIVO LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | OUTROS - PERSONAL CARE
4123,SEARA ALIMENTOS LTDA,3.0,FOOD & NUTRITION,ALIMENTAÇÃO HUMANA | Plant-based
4124,ASA INDUSTRIA E COMERCIO LTDA,2.0,LIFE & PERSONAL CARE,
4125,LEBEN IND DE PROD DE LIMPEZA LTDA ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | OUTROS - PERSONAL CARE
4126,BIOCROSS DO BRASIL FERTILIZANTES LTDA.,4.0,AGRO,AGRONEGÓCIO | Fertilizantes
4127,G C FERREIRA INDUSTRIA E COMERCIO DE COSMETICOS LTDA,2.0,LIFE & PERSONAL CARE,
4128,ALGE AGRO INDUSTRIA E COMERCIO DE PRODUTOS AGROPECUARIOS LTDA,4.0,AGRO,
4129,EATUP PRODUTOS ALIMENTICIOS,3.0,FOOD & NUTRITION,ALIMENTAÇÃO HUMANA | Carnes
4130,LEFT COSMÉTICOS LTDA,2.0,LIFE & PERSONAL CARE,
4131,INFINITY COMERCIO E DIST. DE PRODUTOS DE LIMPEZA LTDA,2.0,LIFE & PERSONAL CARE,
4132,L.R.L CARDOZO,2.0,LIFE & PERSONAL CARE,
4133,PRAWER PARTICIPACOES LTDA,3.0,FOOD & NUTRITION,SUPLEMENTOS | Outros
4134,CENTRAL TECNOLOGICA DE REVESTIMENTO LTDA,1.0,INDUSTRIAL,
4135,KAYROS BIOAGRO LTDA,4.0,AGRO,AGRONEGÓCIO | Defensivos Agrícolas
4136,ECO NUTRI INDUSTRIA QUIMICA LTDA,4.0,AGRO,
4137,HAUS TINTAS,1.0,INDUSTRIAL,
4138,JULIANA CRISTINA TAKAHACHI 37045416806,3.0,FOOD & NUTRITION,ALIMENTAÇÃO HUMANA | Outros
4139,BECK & BECK - INDUSTRIA DE ALIMENTOS LTDA,3.0,FOOD & NUTRITION,ALIMENTAÇÃO HUMANA | Panificação/Biscoitos/Bolos
4140,UDDER FARMACEUTICA VETERINARIA LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | OUTROS - PERSONAL CARE
4141,SPP TRANSPORTE RODOVIARIO DE CARGAS LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | OUTROS - PERSONAL CARE
4142,ADEGA CASA DE MADEIRA LTDA,3.0,FOOD & NUTRITION,ALIMENTAÇÃO HUMANA | Confeitaria / Doces
4143,GRUPO PPG,1.0,INDUSTRIAL,
4144,DAUS INDUSTRIA DE ALIMENTOS S.A.,3.0,FOOD & NUTRITION,
4145,CARINO INGREDIENTES LTDA,3.0,FOOD & NUTRITION,SUPLEMENTOS | Outros
4146,"CONEXÃO ACESSIVEL, PRODUTOS, PROJETOS E SERVIÇOS LTDA",1.0,INDUSTRIAL,
4147,TRANSREBOUCAS TRANSPORTES LTDA,2.0,LIFE & PERSONAL CARE,
4148,TANGARA ALIMENTOS LTDA,3.0,FOOD & NUTRITION,SUPLEMENTOS | Outros
4149,FARINELLI INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTICIOS LTDA,3.0,FOOD & NUTRITION,SUPLEMENTOS | Outros
4150,MAGIA GELADA,3.0,FOOD & NUTRITION,
4151,BELMA INDUSTRIAL DE GENEROS ALIMENTICIOS LTDA,3.0,FOOD & NUTRITION,SUPLEMENTOS | Outros
4152,INDUSTRIA DE PANIFICACAO NEWBREAD LTDA,3.0,FOOD & NUTRITION,SUPLEMENTOS | Outros
4153,FRICO INDUSTRIA E COMERCIO DE ALIMENTOS LTDA,3.0,FOOD & NUTRITION,SUPLEMENTOS | Outros
4154,ROCHA PAN INDUSTRIA E COMERCIO LTDA,3.0,FOOD & NUTRITION,SUPLEMENTOS | Outros
4155,TEX TRANSPORTE DE ENCOMENDAS EXPRESSAS LTDA.,1.0,INDUSTRIAL,
4156,BORBERG INDUSTRIA E COMERCIO DE COSMETICOS LTDA,2.0,LIFE & PERSONAL CARE,
4157,OLVEBRA INDUSTRIAL S/A EM RECUPERACAO JUDICIAL,3.0,FOOD & NUTRITION,ALIMENTAÇÃO HUMANA | Outros
4158,MIDIA APARECIDA FERREIRA TEDESCHI,2.0,LIFE & PERSONAL CARE,
4159,CROISSANT HAUS INDUSTRIA E COMERCIO DE PAES E ALIMENTOS LTDA - EPP,3.0,FOOD & NUTRITION,ALIMENTAÇÃO HUMANA | Panificação/Biscoitos/Bolos
4160,J. NOGAROTO COMERCIO DE PRODUTOS QUIMICOS E TRANSPORTES LTDA,1.0,INDUSTRIAL,
4161,MMS PLASTICOS,1.0,INDUSTRIAL,
4162,TTJB TRANSPORTES E LOGISTICA LTDA,2.0,LIFE & PERSONAL CARE,
4163,TUON COSMETICOS LTDA,2.0,LIFE & PERSONAL CARE,
4164,VITACELULAS INDUSTRIA E COMERCIO DE COSMETICOS LTDA,2.0,LIFE & PERSONAL CARE,
4165,ARTESANA DECOR LTDA,2.0,LIFE & PERSONAL CARE,
4166,KDESIREE ASSESSORIA E COMERCIO LTDA,2.0,LIFE & PERSONAL CARE,
4167,RAPIDAO ORION LTDA,2.0,LIFE & PERSONAL CARE,
4168,RODONOVA TRANSPORTES E LOGISTICA LTDA,2.0,LIFE & PERSONAL CARE,
4169,LABRAIN SERVICOS DE CONSULTORIA E TREINAMENTO LTDA,2.0,LIFE & PERSONAL CARE,
4170,"COREMAL COMERCIO, DISTRIBUICAO, FABRICACAO E REPRESENTACOES",2.0,LIFE & PERSONAL CARE,
4171,NATURAL QUIMICA INDUSTRIA E COMERCIO LTDA,2.0,LIFE & PERSONAL CARE,
4172,SOLUSOLO FERTILIZANTES LTDA,4.0,AGRO,AGRONEGÓCIO | Biológicos
4173,"COMERCIAL PEGASUS - IMPORTACAO, EXPORTACAO E DISTRIBUICAO LT",3.0,FOOD & NUTRITION,
4174,GAVEA QUIMICA DO BRASIL LTDA,2.0,LIFE & PERSONAL CARE,
4175,INDORAMA BRASIL LTDA,4.0,AGRO,AGRONEGÓCIO | Frutas
4176,MULTI SABOR ALIMENTOS LTDA,3.0,FOOD & NUTRITION,ALIMENTAÇÃO HUMANA | Sorvetes/Sorbet/Cremes congelados
4177,FUMACENSE ALIMENTOS LTDA,3.0,FOOD & NUTRITION,ALIMENTAÇÃO HUMANA | Bebidas Não-Alcóolicas
4178,ELETROCAMPOS SOLUÇÕES E SERVIÇOS INDUSTRIAIS LTDA,1.0,INDUSTRIAL,TINTAS & REVESTIMENTOS | Impressão/Gráfica/Serigráfica/Flexográfica
4179,BIOLAB SANUS FARMACEUTICA LTDA,3.0,FOOD & NUTRITION,
4180,NOBILE IND COMERCIO E BENEFICIAMENTO LTDA,2.0,LIFE & PERSONAL CARE,
4181,LEGEE OLEOS ESSENCIAIS E COMPOSTOS LTDA,2.0,LIFE & PERSONAL CARE,
4182,VNZ PET COSMETICOS LTDA,2.0,LIFE & PERSONAL CARE,
4183,LUZ DA LUA COSMETICOS - LTDA,2.0,LIFE & PERSONAL CARE,
4184,FORMA QUÍMICA INDÚSTRIA E COMERCIO EIRELI,1.0,INDUSTRIAL,TINTAS & REVESTIMENTOS | OUTROS - TINTAS
4185,PLENTYCHEM INDUSTRIAL E COMERCIAL DE ADITIVOS LTDA.,1.0,INDUSTRIAL,PLÁSTICOS | PVC
4186,SUAVE FRAGANCE IND.E COM.DE COSMETICOS LTDA.,2.0,LIFE & PERSONAL CARE,
4187,WORICON OBERLANE DE PAULA 37152835802,2.0,LIFE & PERSONAL CARE,
4188,SCHEFFER & CIA LTDA,4.0,AGRO,AGRONEGÓCIO | Biológicos
4189,WD COMERCIO DE SUCATAS LTDA,1.0,INDUSTRIAL,
4190,IMA INDUSTRIA DE MASSAS ALIMENTICIAS LTDA,3.0,FOOD & NUTRITION,ALIMENTAÇÃO HUMANA | Massas
4191,AGROBIOLOGICA SUSTENTABILIDADE S A,4.0,AGRO,
4192,BLUE ALIMENTOS LTDA,3.0,FOOD & NUTRITION,ALIMENTAÇÃO HUMANA | Confeitaria / Doces
4193,AS SERVICOS DE ENGENHARIA LTDA,3.0,FOOD & NUTRITION,ALIMENTAÇÃO HUMANA | Outros
4194,EVL INDUSTRIA DE PRODUTOS DE LIMPEZA LTDA,2.0,LIFE & PERSONAL CARE,
4195,SYNERGY AROMAS LTDA,3.0,FOOD & NUTRITION,ALIMENTAÇÃO HUMANA | Outros
4196,VERDE VALE SAO FERNANDO TRANSPORTES LTDA,2.0,LIFE & PERSONAL CARE,
4197,CS HAIR COMERCIO E SERVIÇOS DE BELEZA LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
4198,COMERCIAL CALOMBE RJ LTDA,2.0,LIFE & PERSONAL CARE,
4199,DGUILE INDUSTRIA DE COSMETICOS LTDA,2.0,LIFE & PERSONAL CARE,
4200,ARACELIS INDUSTRIA E COMERCIO DE MAQUINAS E EQUIPAMENTOS LTDA,1.0,INDUSTRIAL,PLÁSTICOS | OUTROS - PLÁSTICOS
4201,PLANTIVO INDUSTRIA E COMERCIO DE FERTILIZANTES LTDA,4.0,AGRO,AGRONEGÓCIO | Fertilizantes
4202,VALENDAY BEAUTY & HOME,2.0,LIFE & PERSONAL CARE,
4203,HUBSAGE DISTRIBUIDORA LTDA,2.0,LIFE & PERSONAL CARE,
4204,F S C DISTRIBUIDORA DE COSMETICOS LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | MULTICATEGORIA - PERSONAL CARE
4205,MOHAWK COMERCIO DE PERFUMARIA LTDA,2.0,LIFE & PERSONAL CARE,
4206,EMPRESA BRASILEIRA DE BEBIDAS E ALIMENTOS S/A,3.0,FOOD & NUTRITION,
4207,GLEEN LAB COSMETICS LTDA,2.0,LIFE & PERSONAL CARE,
4208,GRUPO GHF/HAIR FLY,2.0,LIFE & PERSONAL CARE,
4209,L & D COMERCIO E DISTRIBUICAO DE COSMETICOS LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
4210,VALESCA SALTO INDUSTRIA E COMERCIO DE PRODUTOS DE HIGIENE E,2.0,LIFE & PERSONAL CARE,
4211,DURATTO DISTRIBUIDORA DE PRODUTOS DE HIGIENE E LIMPEZA LTDA,2.0,LIFE & PERSONAL CARE,
4212,HYGIELINE INDUSTRIA E COMERCIO LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | OUTROS - PERSONAL CARE
4213,JM CLEAN COMÉRCIO DE PRODUTOS DE HIGIENE E LIMPEZA LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | MULTICATEGORIA - PERSONAL CARE
4214,BV QUIMICA LTDA,2.0,LIFE & PERSONAL CARE,
4215,"DINAMIK INDUSTRIA, COMERCIO, DISTRIBUICAO E TRANSPORTES LTDA",2.0,LIFE & PERSONAL CARE,
4216,RKS SOLUCOES COSMETICAS LTDA,2.0,LIFE & PERSONAL CARE,
4217,ACREVEA PRODUTOS DE BORRACHA LTDA.,1.0,INDUSTRIAL,
4218,ACRILESTE IND. E COM. ACRILICOS LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
4219,ALPHA QUIMICA LTDA,2.0,LIFE & PERSONAL CARE,
4220,AM MULT GAME DIVERSOES LTDA-ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
4221,A.V.B. ARTEF. E VEDACOES DE BORRACHA LTDA,1.0,INDUSTRIAL,
4222,APLITTEC INDUSTRIAS QUIMICAS LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
4223,BORRACHAS ARTBOR IND E COMERCIO LTDA,1.0,INDUSTRIAL,BORRACHAS | AUTOMOTIVO - BORRACHAS
4224,BRIOSOL IND E COM DE MAT DE LIMPEZA LTDA,2.0,LIFE & PERSONAL CARE,HOUSEHOLD | Desinfetante
4225,ALTANA PHARMA LTDA.,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
4226,ACRIL PLAST COMERCIAL LTDA.,1.0,INDUSTRIAL,PLÁSTICOS | Acrílico
4227,ALQUIMINAS IND E COM DE COSMETICOS LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
4228,CONTRASTE ARQUITETURA E CONSTRUCAO LIMITADA,,,
4229,OZEAS HENRIQUE FERNANDES,,,
4230,INDUSTRIA DE BORRACHA N. S. O. LTDA.,1.0,INDUSTRIAL,BORRACHAS | AUTOMOTIVO - BORRACHAS
4231,BORRACHAS SARAIVA IND. E COM. LTDA.,1.0,INDUSTRIAL,
4232,GRUPO BOTICA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
4233,3M DO BRASIL LTDA.,1.0,INDUSTRIAL,ADESIVOS | Hot Melt
4234,GRUPO BASF,1.0,INDUSTRIAL,TINTAS & REVESTIMENTOS | Artísticas
4235,Grupo Beplast,1.0,INDUSTRIAL,PLÁSTICOS | Acrílico
4236,BIMETAL IND. E COM APARELHOS MEDICAO LTD,1.0,INDUSTRIAL,
4237,GRUPO HINODE,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
4238,GRUPO ICAC,1.0,INDUSTRIAL,
4239,VULCABRÁS AZALEIA - RS CALÇADOS E ART ESPORTIVOS SA,1.0,INDUSTRIAL,BORRACHAS | AUTOMOTIVO - BORRACHAS
4240,GRUPO COLORMATRIX/POLYONE/CLARIANT,1.0,INDUSTRIAL,PLÁSTICOS | Acrílico
4241,GRUPO CIPATEX,1.0,INDUSTRIAL,
4242,COFACO FABRICADORA DE CORREIAS S/A,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
4243,IMP INDUSTRIA DE MATERIAL PLASTICO LTDA,1.0,INDUSTRIAL,PLÁSTICOS | Acrílico
4244,IND E COM DE PLAC.BRIND.PANTOGRAVURA LTD,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
4245,FARMACIA DERMATOLOGICA LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
4246,FELINTO INDUSTRIA E COMERCIO LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
4247,CHIAPERINI INDUSTRIAL LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
4248,COLADESI INDUSTRIAS QUIMICAS LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
4249,CROWN QUIMICA S/A,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
4250,DAIDO QUIMICA DO BRASIL LTDA,1.0,INDUSTRIAL,METALWORKING | Adesivos para metal-borracha
4251,ELASTOMAR IND COM DE ARTEF DE BORR LTDA,1.0,INDUSTRIAL,BORRACHAS | AUTOMOTIVO - BORRACHAS
4252,WEIR DO BRASIL LTDA.,1.0,INDUSTRIAL,
4253,ERMA-FABRICA DE ART DE BORRACHA LTDA,1.0,INDUSTRIAL,
4254,GRUPO TRELLEBORG,1.0,INDUSTRIAL,BORRACHAS | AUTOMOTIVO - BORRACHAS
4255,JOVIL INDUSTRIA DE COSMETICOS IMP. E EXP,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
4256,MULTIPLAST IND E COM DE MOLDES LTDA,1.0,INDUSTRIAL,PLÁSTICOS | Acrílico
4257,DAIICHI SANKYO BRASIL FARMACEUTICA LTDA.,1.0,INDUSTRIAL,
4258,GRUPO JOHNSON JOHNSON,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
4259,LAB.MARPESA DE PRODS DE BELEZA HIG. LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
4260,NOVIDEX INDUSTRIAL LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | OUTROS - PERSONAL CARE
4261,INKSTAND IND E COM ART BORRACHA LTDA,1.0,INDUSTRIAL,
4262,TREBOR IND. E COM. DE ARTEF. DE BORRACHA,1.0,INDUSTRIAL,
4263,MOCALDE COMERCIO E INDUSTRIA LTDA.,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
4264,ALBESA PRODUTOS DE PAPEL LTDA.,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
4265,COPELI COSMETICOS E PERFUMES LTDA.,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
4266,LIMA - PERGHER INDUSTRIA E COMERCIO S/A,2.0,LIFE & PERSONAL CARE,
4267,RECKITT COLMAN INDUSTRIAL LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
4268,GRUPO AXALTA,1.0,INDUSTRIAL,TINTAS & REVESTIMENTOS | Artísticas
4269,RETESP INDUSTRIA DE VEDANTES LTDA.,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
4270,PARABOR IND E COM DE PRODS QUIMICOS LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
4271,PERFUMARIA GUEDES SOBRINHO LTDA.,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
4272,PLASIL IND DE PLAST. E GRAF SILVA LTDA,1.0,INDUSTRIAL,PLÁSTICOS | Acrílico
4273,DLA PHARMACEUTICAL LTDA,3.0,FOOD & NUTRITION,
4274,DACRIL - MULTCOR COMERCIAL LTDA.,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
4275,LIMPRIL - MANUF. E COM. DE PROD. DE LIMP,1.0,INDUSTRIAL,I&I – INDUSTRIAL & INSTITUCIONAL | Autocare
4276,NOVELPRINT SISTEMA DE ETIQUETAGEM LTDA,1.0,INDUSTRIAL,TINTAS & REVESTIMENTOS | Artísticas
4277,PAPINIL COM IMP E EXP LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
4278,PETER CHEMICAL INDUSTRIAL E COMERCIAL LT,2.0,LIFE & PERSONAL CARE,PLÁSTICOS | Acrílico
4279,GRUPO NESTLE,3.0,FOOD & NUTRITION,ALIMENTAÇÃO HUMANA | Panificação/Biscoitos/Bolos
4280,NITRILE RUBBER INDUSTRIA E COMERCIO LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
4281,COFADE SOC. FABR. DE ELASTOMEROS LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
4282,TENNECO AUTOMOTIVE BRASIL LTDA.,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
4283,BORLEN INDUSTRIA QUIMICA LTDA.,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
4284,POLYMETAL - MINERAL COMERCIAL INDUSTRIAL,1.0,INDUSTRIAL,
4285,DOUGLAS CAMPOS FALCIROLLI,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
4286,SYNTEKO PRODUTOS QUIMICO S/A,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
4287,TUBOLIT INDUSTRIA E COMERCIO LTDA,1.0,INDUSTRIAL,TINTAS & REVESTIMENTOS | Industrial
4288,VULCAN MATERIAL PLASTICO LTDA,1.0,INDUSTRIAL,PLÁSTICOS | Acrílico
4289,ZEITUNE - CIA LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
4290,VITA DERM FARMACIA DE MANIPULACAO LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
4291,GRUPO SIKA,1.0,INDUSTRIAL,BORRACHAS | AUTOMOTIVO - BORRACHAS
4292,EMFAL - EMPRESA FORNECEDORA DE ALCOOL LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
4293,ELIBEL IND. COM. DE COSMETICOS LTDA.,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
4294,THOMAS COM. DE PRODUTOS DE LIMPEZA LTDA.,2.0,LIFE & PERSONAL CARE,HOUSEHOLD | Desinfetante
4295,SILPACHEM IND. E COM. DE PRODUTOS QUIMIC,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
4296,C.C.G. INDUSTRIA DE COSMÉTICOS LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
4297,INDUSTRIA DE PLASTICOS GUARARAPES LTDA,1.0,INDUSTRIAL,
4298,VOLP IND E COM LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
4299,LAMBRA PRODUTOS QUIMICOS AUXILIARES LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
4300,WAL QUIMICA S/A,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
4301,SUISSA INDUSTRIAL E COMERCIAL LTDA.,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
4302,TEIXEIRA PINTO QUIMICA INDUSTRIAL LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
4303,POLIPRENE ARTEFATOS DE BORRACHA LTDA,1.0,INDUSTRIAL,
4304,SIMBAL SP IND DE MOVEIS E COLCHOES LTDA,1.0,INDUSTRIAL,
4305,NAWT S LIFE IND. E COM. DE COSMETICOS LTDA.,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
4306,CHIMICA BARUEL LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
4307,PANTERPLAST INDUSTRIA E COMERCIO LTDA,1.0,INDUSTRIAL,PLÁSTICOS | Acrílico
4308,PRUDENPLAST QUIMICA INDUSTRIAL LTDA.,1.0,INDUSTRIAL,
4309,LM INDUSTRIA E COMERCIO IMP. E EXP. LTDA.,2.0,LIFE & PERSONAL CARE,
4310,UMAS INDÚSTRIA DE COSMÉTICOS LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
4311,PONTIFICIA UNIVERSIDADE CATOLICA DO RIO,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
4312,ALKON INDUSTRIA E COMERCIO LTDA.,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
4313,UNIPLASTICO IND. E COM. PLASTICOS LTDA.,1.0,INDUSTRIAL,PLÁSTICOS | Acrílico
4314,POLIPRENE INDUSTRIA E COMERCIO LTDA.,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
4315,PETRO INDUSTRIAL E DISTRIBUIDORA LTDA.,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
4316,GRUPO GITANES,2.0,LIFE & PERSONAL CARE,HOUSEHOLD | Desinfetante
4317,CAUCHO METAL PRODUCTOS - ENGEBOR DO BRAS,1.0,INDUSTRIAL,
4318,CIANA PERFUMARIA LTDA.,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
4319,LUMIQUIMICA - COMERCIAL E DISTRIBUIDORA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
4320,A F L PLASTIC POLIUR E PLAST IND LTDA,1.0,INDUSTRIAL,PLÁSTICOS | Acrílico
4321,REPACKING COMERCIO LTDA.,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
4322,I.F.B. - IND. FEDERAL DE BORRACHAS LTDA.,1.0,INDUSTRIAL,
4323,PELES LINCOLN LTDA.,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
4324,DISAMTEX IND E COMERCIO DE PROD QUIMICOS LTDA,1.0,INDUSTRIAL,TINTAS & REVESTIMENTOS | Artísticas
4325,MULTBORR IND. COM. SERVICOS LTDA.,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
4326,PROLIMPO IND.COM.DE PRODUTOS QUIMICOS LT,2.0,LIFE & PERSONAL CARE,
4327,INDUCEL ESPUMAS INDUSTRIAIS LTDA.,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
4328,DEION IND. E COM. DE DETERGENTES LTDA.,1.0,INDUSTRIAL,I&I – INDUSTRIAL & INSTITUCIONAL | Autocare
4329,FERNANDO CESAR FALANGA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
4330,RIAL QUIMICA COMERCIAL LTDA.,1.0,INDUSTRIAL,I&I – INDUSTRIAL & INSTITUCIONAL | Autocare
4331,LAV QUIMICA LTDA.,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
4332,COLUMBUS BRASIL INDUSTRIAL E COMERCIAL L,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
4333,BIDY TECNOLOGIA DE COSMETICOS LTDA.,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Skin Care
4334,SWB INDUSTRIA METALURGICA LTDA.,1.0,INDUSTRIAL,
4335,METAL PRINTING INDUSTRIA E COMERCIO LTDA,1.0,INDUSTRIAL,TINTAS & REVESTIMENTOS | Industrial
4336,ANTOR INDUSTRIA E COMERCIO DE PLASTICOS EIRELI,1.0,INDUSTRIAL,
4337,BIOLIFE COSMETICOS LTDA - ME.,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
4338,TIMAGE INDUSTRIA COMERCIO DE COSMETICOS LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
4339,OLIVEIRA - FERNANDES/OFFER,2.0,LIFE & PERSONAL CARE,HOUSEHOLD | Desinfetante
4340,METALBOR ARTEFATOS DE BORRACHAS IND.COM.LTDA.,1.0,INDUSTRIAL,
4341,ZIMBRA AGROPECUARIA INDUSTRIAL E COMERCIAL LTDA.,4.0,AGRO,AGRONEGÓCIO | Inoculantes
